type;brand;category;sku;ean;name;hexa;colorName;description;size
Men;Polo Ralph Lauren;SWIM;1387462;3611589746165;Cotton Crewneck Sweater;;Winter Navy Heather;"Long-staple cotton and our signature embroidered Pony elevate this seasonless sweater.
";L
Men;Polo Ralph Lauren;SWIM;1387462;3611589746172;Cotton Crewneck Sweater;;Winter Navy Heather;"Long-staple cotton and our signature embroidered Pony elevate this seasonless sweater.
";XL
Men;Polo Ralph Lauren;SWIM;1387462;3611589746189;Cotton Crewneck Sweater;;Winter Navy Heather;"Long-staple cotton and our signature embroidered Pony elevate this seasonless sweater.
";XXL
Men;Polo Ralph Lauren;SPORTSHIRTS;1387464;3615733248741;Classic Fit Oxford Shirt;;RL Navy;Garment-dyed and washed, this roomy version of our iconic oxford shirt offers a broken-in look and feel from day one.;XS
Men;Polo Ralph Lauren;SPORTSHIRTS;1387464;3615733248727;Classic Fit Oxford Shirt;#1f253b;RL Navy;Garment-dyed and washed, this roomy version of our iconic oxford shirt offers a broken-in look and feel from day one.;S
Men;Polo Ralph Lauren;SPORTSHIRTS;1387464;3615733248710;Classic Fit Oxford Shirt;;RL Navy;Garment-dyed and washed, this roomy version of our iconic oxford shirt offers a broken-in look and feel from day one.;M
Men;Polo Ralph Lauren;SPORTSHIRTS;1387464;3615733248703;Classic Fit Oxford Shirt;;RL Navy;Garment-dyed and washed, this roomy version of our iconic oxford shirt offers a broken-in look and feel from day one.;L
Men;Polo Ralph Lauren;SPORTSHIRTS;1387464;3615733248734;Classic Fit Oxford Shirt;;RL Navy;Garment-dyed and washed, this roomy version of our iconic oxford shirt offers a broken-in look and feel from day one.;XL
Men;Polo Ralph Lauren;SPORTSHIRTS;1387464;3615733248758;Classic Fit Oxford Shirt;;RL Navy;Garment-dyed and washed, this roomy version of our iconic oxford shirt offers a broken-in look and feel from day one.;XXL
Men;Polo Ralph Lauren;SPORTSHIRTS;1387465;3615734248375;Classic Fit Oxford Shirt;;Nantucket Red;Garment-dyed and washed, this roomy version of our iconic oxford shirt offers a broken-in look and feel from day one.;XS
Men;Polo Ralph Lauren;SPORTSHIRTS;1387465;3615734248351;Classic Fit Oxford Shirt;#c3444a;Nantucket Red;Garment-dyed and washed, this roomy version of our iconic oxford shirt offers a broken-in look and feel from day one.;S
Men;Polo Ralph Lauren;SPORTSHIRTS;1387465;3615734248344;Classic Fit Oxford Shirt;;Nantucket Red;Garment-dyed and washed, this roomy version of our iconic oxford shirt offers a broken-in look and feel from day one.;M
Men;Polo Ralph Lauren;SPORTSHIRTS;1387465;3615734248337;Classic Fit Oxford Shirt;;Nantucket Red;Garment-dyed and washed, this roomy version of our iconic oxford shirt offers a broken-in look and feel from day one.;L
Men;Polo Ralph Lauren;SPORTSHIRTS;1387465;3615734248368;Classic Fit Oxford Shirt;;Nantucket Red;Garment-dyed and washed, this roomy version of our iconic oxford shirt offers a broken-in look and feel from day one.;XL
Men;Polo Ralph Lauren;SPORTSHIRTS;1387465;3615734248382;Classic Fit Oxford Shirt;;Nantucket Red;Garment-dyed and washed, this roomy version of our iconic oxford shirt offers a broken-in look and feel from day one.;XXL
Men;Polo Ralph Lauren;FLEECE;1387466;3615735474728;Double-Knit Sweatshirt;;White;This crewneck sweatshirt is cut from smooth double-knit fabric and finished with our signature Pony.;XS
Men;Polo Ralph Lauren;FLEECE;1387466;3615735474704;Double-Knit Sweatshirt;#FFFFFF;White;This crewneck sweatshirt is cut from smooth double-knit fabric and finished with our signature Pony.;S
Men;Polo Ralph Lauren;FLEECE;1387466;3615735474698;Double-Knit Sweatshirt;;White;This crewneck sweatshirt is cut from smooth double-knit fabric and finished with our signature Pony.;M
Men;Polo Ralph Lauren;FLEECE;1387466;3615735474681;Double-Knit Sweatshirt;;White;This crewneck sweatshirt is cut from smooth double-knit fabric and finished with our signature Pony.;L
Men;Polo Ralph Lauren;FLEECE;1387466;3615735474711;Double-Knit Sweatshirt;;White;This crewneck sweatshirt is cut from smooth double-knit fabric and finished with our signature Pony.;XL
Men;Polo Ralph Lauren;FLEECE;1387466;3615735474735;Double-Knit Sweatshirt;;White;This crewneck sweatshirt is cut from smooth double-knit fabric and finished with our signature Pony.;XXL
Men;Polo Ralph Lauren;SWEATERS;1387467;3616411346841;Cotton Crewneck Sweater;;Campus Blue Heather;"Knit from long-staple cotton, this crewneck sweater is a classic layer that you can wear with just about anything.
";XS
Men;Polo Ralph Lauren;SWEATERS;1387467;3616411346827;Cotton Crewneck Sweater;#b0c8e4;Campus Blue Heather;"Knit from long-staple cotton, this crewneck sweater is a classic layer that you can wear with just about anything.
";S
Men;Polo Ralph Lauren;SWEATERS;1387467;3616411346810;Cotton Crewneck Sweater;;Campus Blue Heather;"Knit from long-staple cotton, this crewneck sweater is a classic layer that you can wear with just about anything.
";M
Men;Polo Ralph Lauren;SWEATERS;1387467;3616411346803;Cotton Crewneck Sweater;;Campus Blue Heather;"Knit from long-staple cotton, this crewneck sweater is a classic layer that you can wear with just about anything.
";L
Men;Polo Ralph Lauren;SWEATERS;1387467;3616411346834;Cotton Crewneck Sweater;;Campus Blue Heather;"Knit from long-staple cotton, this crewneck sweater is a classic layer that you can wear with just about anything.
";XL
Men;Polo Ralph Lauren;SWEATERS;1387467;3616411346858;Cotton Crewneck Sweater;;Campus Blue Heather;"Knit from long-staple cotton, this crewneck sweater is a classic layer that you can wear with just about anything.
";XXL
Children;Polo Ralph Lauren;BABY GIRL;1387468;5045018460526;Double-Knit Short;#000000;Polo Black;Smooth double-knit fabric make these shorts a comfortable addition to your wardrobe.;NB
Children;Polo Ralph Lauren;BABY GIRL;1387468;5045018460496;Double-Knit Short;;Polo Black;Smooth double-knit fabric make these shorts a comfortable addition to your wardrobe.;3 MONTHS
Children;Polo Ralph Lauren;BABY GIRL;1387468;5045018460502;Double-Knit Short;;Polo Black;Smooth double-knit fabric make these shorts a comfortable addition to your wardrobe.;6 MONTHS
Children;Polo Ralph Lauren;BABY GIRL;1387468;5045018460519;Double-Knit Short;;Polo Black;Smooth double-knit fabric make these shorts a comfortable addition to your wardrobe.;9 MONTHS
Children;Polo Ralph Lauren;GIRLS SS KNITS;1387469;3615734151965;Double-Knit Short;#383648;Aviator Navy;Smooth double-knit fabric make these shorts a comfortable addition to your wardrobe.;S
Children;Polo Ralph Lauren;GIRLS SS KNITS;1387469;3615734151958;Double-Knit Short;;Aviator Navy;Smooth double-knit fabric make these shorts a comfortable addition to your wardrobe.;M
Children;Polo Ralph Lauren;GIRLS SS KNITS;1387469;3615734151941;Double-Knit Short;;Aviator Navy;Smooth double-knit fabric make these shorts a comfortable addition to your wardrobe.;L
Children;Polo Ralph Lauren;GIRLS SS KNITS;1387469;3615734151972;Double-Knit Short;;Aviator Navy;Smooth double-knit fabric make these shorts a comfortable addition to your wardrobe.;XL
Men;Polo Ralph Lauren;SPORTSHIRTS;1387470;3615739895895;Slim Fit Twill Shirt;;Navy;Offered in a wide array of colors, this shirt brings a new degree of Polo style to your wardrobe with Polo Ralph Lauren’s Slim Fit and featherweight cotton twill.;XS
Men;Polo Ralph Lauren;SPORTSHIRTS;1387470;3615739895871;Slim Fit Twill Shirt;#1f253b;Navy;Offered in a wide array of colors, this shirt brings a new degree of Polo style to your wardrobe with Polo Ralph Lauren’s Slim Fit and featherweight cotton twill.;S
Men;Polo Ralph Lauren;SPORTSHIRTS;1387470;3615739895864;Slim Fit Twill Shirt;;Navy;Offered in a wide array of colors, this shirt brings a new degree of Polo style to your wardrobe with Polo Ralph Lauren’s Slim Fit and featherweight cotton twill.;M
Men;Polo Ralph Lauren;SPORTSHIRTS;1387470;3615739895857;Slim Fit Twill Shirt;;Navy;Offered in a wide array of colors, this shirt brings a new degree of Polo style to your wardrobe with Polo Ralph Lauren’s Slim Fit and featherweight cotton twill.;L
Men;Polo Ralph Lauren;SPORTSHIRTS;1387470;3615739895888;Slim Fit Twill Shirt;;Navy;Offered in a wide array of colors, this shirt brings a new degree of Polo style to your wardrobe with Polo Ralph Lauren’s Slim Fit and featherweight cotton twill.;XL
Men;Polo Ralph Lauren;SPORTSHIRTS;1387470;3615739895901;Slim Fit Twill Shirt;;Navy;Offered in a wide array of colors, this shirt brings a new degree of Polo style to your wardrobe with Polo Ralph Lauren’s Slim Fit and featherweight cotton twill.;XXL
Men;Polo Ralph Lauren;OUTERWEAR;1387471;3615734003196;Cotton Twill Jacket;;College Navy;This fuss-free jacket is crafted from lightweight cotton twill and finished with our signature Pony. ;S
Men;Polo Ralph Lauren;OUTERWEAR;1387471;3615734003189;Cotton Twill Jacket;#383a49;College Navy;This fuss-free jacket is crafted from lightweight cotton twill and finished with our signature Pony. ;M
Men;Polo Ralph Lauren;OUTERWEAR;1387471;3615734003172;Cotton Twill Jacket;;College Navy;This fuss-free jacket is crafted from lightweight cotton twill and finished with our signature Pony. ;L
Men;Polo Ralph Lauren;OUTERWEAR;1387471;3615734003202;Cotton Twill Jacket;;College Navy;This fuss-free jacket is crafted from lightweight cotton twill and finished with our signature Pony. ;XL
Men;Polo Ralph Lauren;OUTERWEAR;1387471;3615734003226;Cotton Twill Jacket;;College Navy;This fuss-free jacket is crafted from lightweight cotton twill and finished with our signature Pony. ;XXL
Men;Polo Ralph Lauren;OUTERWEAR;1387472;3615734003257;Cotton Twill Jacket;;Luxury Tan;This fuss-free jacket is crafted from lightweight cotton twill and finished with our signature Pony. ;S
Men;Polo Ralph Lauren;OUTERWEAR;1387472;3615734003240;Cotton Twill Jacket;#dcc094;Luxury Tan;This fuss-free jacket is crafted from lightweight cotton twill and finished with our signature Pony. ;M
Men;Polo Ralph Lauren;OUTERWEAR;1387472;3615734003233;Cotton Twill Jacket;;Luxury Tan;This fuss-free jacket is crafted from lightweight cotton twill and finished with our signature Pony. ;L
Men;Polo Ralph Lauren;OUTERWEAR;1387472;3615734003264;Cotton Twill Jacket;;Luxury Tan;This fuss-free jacket is crafted from lightweight cotton twill and finished with our signature Pony. ;XL
Men;Polo Ralph Lauren;OUTERWEAR;1387472;3615734003288;Cotton Twill Jacket;;Luxury Tan;This fuss-free jacket is crafted from lightweight cotton twill and finished with our signature Pony. ;XXL
Men;Polo Ralph Lauren;SPORTSHIRTS;1387474;3615739705385;Classic Fit Gingham Shirt;;1966 Blue Gingham;A pillar of Polo style since it was first introduced, the oxford is a versatile staple for any man’s wardrobe. This version is cut for a relaxed fit and finished with our signature Pony.;XS
Men;Polo Ralph Lauren;SPORTSHIRTS;1387474;3615739705361;Classic Fit Gingham Shirt;#2b3c7b;1966 Blue Gingham;A pillar of Polo style since it was first introduced, the oxford is a versatile staple for any man’s wardrobe. This version is cut for a relaxed fit and finished with our signature Pony.;S
